times,T2,R2,TD2,PSFC,wspd10,wdir10,wspd67,wdir65,wspd88,wspd108,wdir106
2018-05-23 18:30:00,288.49408,40.209656,1.8882049,990.43164,0.9160101,273.31863,1.118036463163123,272.7132493376177,1.1588758295197912,1.1953628866278108,272.4964782950548
2018-05-23 18:40:30,288.35858,40.724293,1.9431558,990.39905,0.94178784,270.80927,1.1459746969676186,270.24747715073454,1.1864504906130944,1.2227093218596212,270.13419723862347
2018-05-23 18:51:00,288.25827,41.185623,2.009496,990.42914,0.9743503,267.5497,1.1850916344464315,267.0390890086407,1.2254203783826987,1.261590134364584,267.04034776474515
2018-05-23 19:00:00,288.2733,41.361572,2.0823348,990.55914,1.0021086,264.71005,1.2191576887557456,264.3616009350239,1.2601248834585221,1.2965954299348788,264.4576119722385
2018-05-23 19:10:30,288.1314,42.02087,2.1745355,990.7868,1.0157645,261.16602,1.2360508751090369,260.98572191564625,1.277417132948338,1.3139863466321275,261.226517903119
2018-05-23 19:21:00,289.67105,38.06929,2.1812565,990.9448,0.86792743,257.49985,1.247510168810038,257.2262219976543,1.289581084333194,1.3269230971419688,257.6678503991223
2018-05-23 19:30:00,289.64893,38.077316,2.1644404,991.02484,0.8825622,254.16348,1.2620115326277965,254.0317995944113,1.3030590047882273,1.3395025203261892,254.63908698170698
2018-05-23 19:40:30,287.75592,42.98586,2.1513135,991.0209,1.0686948,249.74275,1.2822837830204183,250.03319902166493,1.3216537201385037,1.3566410860892595,250.69877361515074
2018-05-23 19:51:00,287.50937,43.67353,2.1489623,990.9673,0.86307085,244.22096,1.2870078967818916,243.96561146825877,1.3272600065254057,1.36276197735494,244.8495908323189
2018-05-23 20:00:00,287.4381,44.277348,2.2755885,990.9146,0.8762035,236.91052,1.2853963510565785,236.9698607374657,1.3258196314355448,1.3617504144956103,238.38749868433356
2018-05-23 20:10:30,285.71033,49.65418,2.2940283,990.85187,0.86686933,227.06256,1.3126895091575141,227.59938159837233,1.3486719008813561,1.3811557439005875,229.70927913218694
2018-05-23 20:21:00,283.45193,57.725372,2.2984915,990.75165,0.9236724,217.17192,1.3920060026068928,218.0255376172691,1.4201458897410588,1.4463268216058995,220.66622886167
2018-05-23 20:30:00,283.4374,57.821655,2.3081274,990.64923,1.0076457,209.50417,1.490254929751574,210.56014882180946,1.5100843412009737,1.5294782881340105,213.4515468816242
2018-05-23 20:40:30,281.37717,65.72633,2.1515045,990.6129,1.1173798,202.03764,1.6341999296690466,203.0584506964923,1.643613183950511,1.6529723741058442,206.02639909067037
2018-05-23 20:51:00,280.49365,63.639545,0.8669121,990.6348,1.2469438,195.69019,1.8001805465810843,196.51961403949326,1.7991663998253489,1.7981380579582544,199.299006230829
2018-05-23 21:00:00,280.536,64.74831,1.1454495,990.7154,1.3678312,190.91699,1.9541401722155105,191.56589345255483,1.945126420774955,1.935661285976831,194.10998746175403
2018-05-23 21:10:30,280.5559,65.917725,1.4119209,990.8551,1.5105692,186.18144,2.138689849017605,186.615750571239,2.1223195291473216,2.1044322634876815,188.85222118777517
2018-05-23 21:21:00,280.5848,67.10841,1.6875365,990.9865,1.650304,182.14667,2.320346821266021,182.4069196439087,2.299694408838384,2.276091968394158,184.3562995094593
2018-05-23 21:30:00,280.6586,67.48502,1.8354896,991.06335,1.7614139,179.09071,2.46626692950941,179.15326139180866,2.4433544365446798,2.4164211034474183,180.87574105869288
2018-05-23 21:40:30,280.68018,67.69395,1.8989898,991.10657,1.87329,175.80989,2.6152042952507437,175.71570994688642,2.5932611620094272,2.565255657467129,177.2356031957936
2018-05-23 21:51:00,280.66415,67.9861,1.9435868,991.1881,1.9574732,173.09328,2.7306012066349084,172.90838137305096,2.712598327199338,2.6867002243385976,174.26895377514077
2018-05-23 22:00:00,280.64835,68.20739,1.9737045,991.3244,1.9982816,170.95686,2.7931046590961186,170.65890921270457,2.780557003516144,2.758555437132082,171.91027356259784
2018-05-23 22:10:30,280.52762,68.78799,1.9764137,991.41656,2.0137837,168.76874,2.8321152840767225,168.35464726237507,2.8282158599638363,2.8132613850365225,169.52978153241872
2018-05-23 22:21:00,280.38205,69.394936,1.9595709,991.4172,2.0103076,166.89613,2.850733683348301,166.45107621888383,2.8579068950496302,2.852279763415961,167.57093976017637
2018-05-23 22:30:00,280.27567,69.78406,1.9356475,991.38806,1.9920206,165.66628,2.84860300014005,165.19443853071465,2.866640930296568,2.870708396422385,166.28314700095913
2018-05-23 22:40:30,280.09332,70.39587,1.8825779,991.39984,1.9550186,164.64125,2.8284460545973698,164.13422600894077,2.8607108085639217,2.877619274176002,165.18733754365263
2018-05-23 22:51:00,279.9133,70.92583,1.8144381,991.4523,1.9088227,164.05597,2.7959846840584883,163.52794292050814,2.843026646094831,2.873616334816503,164.52438915882294
2018-05-23 23:00:00,279.78842,71.21649,1.7516029,991.526,1.8681728,163.87642,2.7638292656243357,163.3173452699339,2.823326545319876,2.865853198954935,164.25696258332783
2018-05-23 23:10:30,279.6437,71.02605,1.5758157,991.6292,1.8253328,163.93842,2.7287147040883504,163.28174503241587,2.8014150501566393,2.8569003856225423,164.09653174180022
2018-05-23 23:21:00,279.51813,70.73465,1.3985872,991.6902,1.7936525,164.33626,2.7001162667173406,163.5988449390073,2.783724422270514,2.8504119392401526,164.226876140701
