,ev_at108,ed_at106,ev_at88,ev_at67,ed_at65
0,-2.8568559451277347,-22.706928620888647,-2.9936775382591554,-2.8036715080275956,-29.330053973729548
1,-3.1099533377681583,-27.44454693941171,-3.110725894721736,-2.651592489248965,-31.287456110288502
2,-3.1074714019626732,-22.12666951807404,-3.0624127521644295,-2.753637391690588,-28.20539513352864
3,-3.20542044829911,-21.922713880523986,-3.2744811178550677,-3.055737416096921,-27.204283651023815
4,-3.322424892762449,-21.47757908174904,-3.3281502495980297,-2.9810007903087925,-26.94069699128741
5,-3.6999834730118204,-17.186202836264414,-3.7359176818463804,-3.5000286749585157,-24.763589723131815
6,-3.6704856496635316,-12.120795860240321,-3.9066992917058077,-3.7867687901245475,-18.69972587289601
7,-4.5025044753638745,0.8795824752789656,-4.823503990684456,-4.508249699169662,-12.594394178432538
8,-3.7076801980894807,-2.3124039287596077,-4.5057380611172535,-4.619106263706232,-10.594303423305007
9,-3.2613165914299858,-6.715385433977815,-3.475290869325363,-3.5266011548903275,-16.800129228922373
10,-3.2198599597132347,-8.110288545775973,-3.3723326020008852,-3.4807275553670944,-15.926366868821844
11,-3.4326859851342357,-6.493636425261485,-3.8894437527479098,-4.118049177946237,-12.994881702702116
12,-3.5855546443510886,-13.999361843494114,-3.771628052724311,-3.801623731058358,-19.24938343847768
13,-3.8025283222132025,-8.34084469146319,-4.042784935181718,-4.363238425345742,-11.414638335329158
14,-3.597261858737931,-2.7245228154494896,-4.152995610308981,-4.495994243456492,-6.682473970178108
15,-4.110487818263295,-1.2136651534083853,-4.759318740359563,-4.743825567921743,-9.10735262071816
16,-3.9622857410593175,1.3751675210986036,-4.566091702751116,-4.61465876897646,-3.4801858427711068
17,-4.0665588276039895,13.043087268777697,-4.2521957732521285,-4.344035479646852,5.923276380077624
18,-4.468724063639772,22.711078473864433,-4.441618561909219,-4.292325321798799,19.05735143324054
19,-4.550688389559404,22.26891111955169,-4.5447256577103285,-4.37834944161363,17.22580107637731
20,-3.9763059367721283,15.92698318638125,-4.308566751263577,-4.456597260885148,12.471841009047012
21,-3.450753389196293,16.609321167362168,-3.71114617897523,-4.0213213237007865,9.843910208895835
22,-3.4622615450809113,12.585701223321536,-3.745284910736146,-3.8527440726679645,7.476212139335246
23,-3.294012883368916,6.842020687157515,-4.054867450825813,-4.3903793504827595,-0.5694863708718572
24,-2.706171555720557,1.2061380651708191,-3.2523140173553116,-3.5994177641391865,-5.395145313390998
25,-2.8880084501633694,-5.040540030264026,-3.416403672531508,-3.4656953715827505,-11.763928869441827
26,-2.9616815437007467,2.6441843571785455,-3.5002371107693597,-3.861543392930595,-4.057640902699859
27,-2.612491727689184,9.00870819570872,-3.520276646779188,-4.014784462629317,5.4375131399192185
28,-3.125960657376387,10.370448331849587,-3.8199504074066524,-4.163211958650222,4.1008370230987055
29,-2.8534849284754804,4.429544534148988,-3.284331978196843,-3.737053053186122,2.6133721138150747
30,-2.5147694531803135,4.089595392754973,-2.7860594822653693,-3.013843924937968,-0.24679104229656446
31,-2.6404625542608176,5.641949670285527,-2.733081723939215,-2.6460458675123286,-0.06711419663338347
32,-2.4677355846567592,10.798071623778185,-2.660809886458968,-2.8631410902271925,4.231464967666881
33,-2.439317778466299,15.111956078178281,-3.098940216262706,-3.282422306474972,8.07627915685245
34,-2.6922381802047552,17.3262248688317,-3.291484244891284,-3.311302466911008,13.788865691194104
35,-2.5791339268187095,25.409876847593694,-2.7487329811941486,-3.108614018125968,21.251382772503575
36,-2.540185644588626,26.49102926252067,-2.7204964167190755,-2.7621799903683044,25.632433073241998
37,-2.3285474704392217,14.519184498126094,-2.9206671021464294,-3.1866009840074923,14.996053853230109
