,ev_at108,ed_at106,ev_at88,ev_at67,ed_at65
0,-1.0800409544296201,329.3277725447136,-1.0727752678454419,-0.844884802802726,331.76625145617743
1,-1.0331229167149552,326.23069335266797,-1.3506730552102564,-1.5517894480526184,324.1823551914565
2,-0.650457478125336,325.26288185150054,-0.9728814075763559,-1.4692026919903594,323.8610013870417
3,-0.47171572347452795,323.4536098557884,-0.9943265692257661,-1.517313784559347,323.57028828965167
4,0.3247579799320732,323.9452781655312,-0.47054126802434126,-1.2264272275866013,323.8818034427396
5,-1.0705378484682342,323.2541206068762,-1.6672663152357927,-2.4254514754246337,324.46773992540216
6,-2.4348997340835474,321.6619595659363,-3.3966795291635634,-4.1889358686854745,321.17974641798503
7,-3.168243240270474,318.26648267522194,-4.433992590629133,-5.7076541547317525,314.03541275274455
8,-3.974483725436098,313.38069979345227,-4.972354247232268,-5.768525474447577,305.41929342025156
9,-3.220559281726395,307.74831404618453,-3.9772975387008955,-4.722450545207247,299.92619709045033
10,-3.196845411218872,307.52725275299315,-3.953218189134555,-4.850219994468331,300.6306554857419
11,-5.345084250606713,302.23133935275905,-5.938431689582582,-6.402311421203711,288.3289246295986
12,-6.515922093149846,303.9712430961958,-7.5365916263633785,-8.208476331454278,290.9839503730068
13,-8.6637718532551,254.27488619470356,-8.350825371879328,-7.819384568735998,204.15306308040772
14,5.410861826589999,150.28539628256038,5.460226468090816,5.3671507735275075,146.00541382704822
15,3.813958190058525,159.7019233899312,3.7071134033047937,3.74582223216154,155.16002163394708
16,3.761116687941813,164.08670156439,3.5227968273954335,3.609757778453716,159.29077033020894
17,2.47082254456725,163.94262978505324,2.3746438694184633,2.2560997088851256,161.10666276280278
18,1.1996392103214006,158.46708855227007,1.032467104632179,1.035873863719516,154.55514113398178
19,-0.25837771231392814,151.7176929690536,-0.006848305835344348,0.2502315166753757,149.85388858472365
20,-2.2551746783296576,138.69523147730388,-1.8402114376087013,-1.5339013356476947,135.97039892235978
21,-2.8291328285506747,-237.54327581554526,-2.5130251738254845,-1.973996468314267,104.41275390265646
22,-3.7325295011654482,-239.53945011066048,-3.3547995921640865,-3.024692726479188,-244.8026324044127
23,-2.242691688351224,-240.75795154149625,-1.9305054739299887,-1.5981213608672373,-244.66287761854818
24,-1.5367357183500125,-242.19821715968038,-1.218590946060571,-0.9367063736749746,-245.87262101418452
25,-1.6324237311899736,-242.9822213497133,-1.4503928933061179,-1.1851365879084241,-243.92077913800853
26,-0.4711633797463648,-237.90272076611518,-0.5841516479022975,-0.7109238080629758,-239.72550616202187
27,0.15345817904099945,-240.12930520490522,0.1370914576529909,0.030296759256939865,-243.4029854240183
28,1.978101438710416,-245.71302004626682,1.8826083545572398,1.4144746027779043,-249.803062472945
29,1.6407655175199896,-241.65421072192436,1.725513827562832,1.7531463026629872,-243.16685102568067
30,1.3493592663482072,-238.61026309273535,1.4651303241444769,1.3881908496791446,-240.5911856330007
31,1.5843314931003665,-227.49267031086987,1.9549558319852824,2.1890785849324264,-229.24286868482983
32,2.0798816446204356,-241.75089009564016,2.3178351295713284,2.3030327954746213,-245.84342262917568
33,-2.071278993542668,-242.3499296454529,-1.7805500731866886,-1.6317554381641894,-244.17149997082652
34,-0.6232499472227744,-246.72763192224681,-0.2266987993373366,-0.08528174231847352,-248.48930123198994
35,-1.4093557614708914,-257.0130661672706,-1.2805950235814052,-1.0291989312921768,-259.8033747176939
36,-0.9256499347266871,-255.8503381723744,-0.7658826400753984,-0.4949498869982598,-258.56928358613595
37,-0.3949634448403856,-262.38891915206864,-0.12820926443168545,-0.013306182635382413,-265.64003891746376
38,-1.5663955963553846,-259.13575737020705,-1.383912981965418,-1.4085300134181988,-261.9525869938892
39,-0.5483802306107073,-255.66363388556215,-0.36218557534235707,-0.0732999532307268,-257.25600591827464
40,-0.1707623623312564,-246.6856201420132,-0.24568677397130578,0.12857090235342028,-246.77108844642515
41,1.3028566994296753,-234.9388084088065,1.2409153141663545,1.661866117873009,-234.0693140990416
42,2.598285994079692,-222.61646062608548,2.6640434537710007,2.934875881638897,-219.7817650069174
43,2.803958347538055,-209.71794287497642,3.2022225774717583,3.431371947311149,-208.31731187892882
44,2.3906605821583824,-189.79181958654345,2.4449362461612356,2.731963097589798,-187.01997569954653
45,3.6680020015253803,-177.59860773084026,3.5976080499851015,4.0830797685891955,-174.501607324386
46,4.064307219106853,-162.48341537309003,4.225598942370169,4.533399668836916,-157.55217333151145
47,3.250788900042016,-146.0404474416859,3.044426419251147,3.0071586142618614,-138.77207380517623
48,0.1943262144508786,-114.0203779014115,0.34481751220716195,0.6076249281044994,-102.49418474281535
49,-0.8947186808543872,-46.83738971014003,-0.5304314256085245,-0.14064651382234317,-36.89914554943718
50,1.7506222751536988,-49.675325892450985,2.224823330628727,2.6898723476345037,-43.51242569232545
51,12.23631892159262,-90.76901967123851,12.68258561503696,13.109717394382164,-87.14372088243823
52,9.535147281596016,-107.53848924659383,9.260079322958635,8.602761294428618,-105.15126035616265
53,3.8940540652899562,-141.44241818907184,3.984605570671948,4.088399397275407,-143.98805087027264
54,3.9409232428473873,-111.45958112123373,4.3644761063801845,4.367750445886933,-109.2395075241021
55,3.524698202797053,-53.77821852994782,3.6777970647277094,3.8064496644516836,-45.8174393028161
56,7.237158480372022,-121.74999437888764,7.065978502345246,6.979393815508097,-118.9613658961504
57,5.299989893917018,-120.39394499073131,5.150074770866076,5.157033441559761,-117.49811695323302
58,9.609547244602325,-119.7613214053033,8.78404299527677,7.813492245248063,-119.73458179702578
59,10.04366517815021,-106.86512026063536,9.659156674142048,9.030668150984162,-108.4566926158254
60,7.403002018763283,-99.2904788370873,7.144812028475657,6.990080694424451,-98.9931700777698
61,6.847696405692917,-95.15300691083789,6.585259178475955,6.430475347290102,-95.65926595431125
62,8.64736259634647,-91.72601767749362,8.519657001568959,8.451930152686177,-91.79589874100142
63,8.374982727648025,-90.4936903240581,8.137700711916485,7.827747302311006,-89.55722621786319
64,9.345826888166165,-87.23737739640086,9.035279008185839,8.781147518354858,-85.38535094843559
65,10.834721439827252,-93.4357103398884,10.357954316266895,9.891191584953425,-89.78526842212901
66,11.72674909966046,-98.42369082939453,11.256695602966161,10.881814014012443,-95.84539092392328
67,13.081357981535213,-104.7428154956975,12.315464779496264,11.379895885402679,-99.77938176369602
68,11.419500630060519,-113.20424657658424,10.685482492472499,10.075675378276607,-108.7133786365799
69,13.631228108912119,-128.23867386406025,12.964510811958158,12.305706185445047,-123.59375153628508
70,9.436845957721392,-125.6480977372018,8.819687454286457,8.536457494547621,-119.39498170194491
