,ev_at108,ed_at106,ev_at88,ev_at67,ed_at65
0,-2.112629154325397,-23.435377161641384,-1.9817266119407906,-1.3954843674886028,-31.398780785200472
1,-2.3662999433667036,-28.323439425964892,-2.105079237353827,-1.2661897379970526,-33.30855442761964
2,-2.359447545193267,-23.128512742746096,-2.0557192414974184,-1.381224909915086,-30.140879330007635
3,-2.452960269067413,-23.0307256764537,-2.265547814088997,-1.6931694740107375,-29.088874843721726
4,-2.571954594720522,-22.69463868669274,-2.3228225893455527,-1.6359919450488114,-28.75068812970875
5,-2.9671073471390974,-18.44229790449117,-2.748998078931798,-2.1815920667909325,-26.47785342312767
6,-2.958896279572222,-13.352814915829214,-2.9425588070413724,-2.495776186838758,-20.30139333628688
7,-3.814766634643918,-0.24974770473744456,-3.8840999175616564,-3.2445395214424457,-14.047058840213879
8,-3.0396996950439634,-3.2704444550371647,-3.58677663211611,-3.3782980595389227,-11.875214973789468
9,-2.6145234426905883,-7.49314261608302,-2.5778159285261335,-2.3078088430040493,-17.88842570596509
10,-2.604767862122781,-8.633890002204595,-2.5091703707936417,-2.2961831280835208,-16.74509529591893
11,-2.867406003720938,-6.748767112767439,-3.084105025123684,-2.9798193060520735,-13.496308077611417
12,-3.057678923669831,-14.052188643830846,-3.014317315351697,-2.7044843192646484,-19.47736599423729
13,-3.276394441140587,-8.377320285234418,-3.2961206696101977,-3.295570863247634,-11.439036633202448
14,-3.058559587613808,-2.85163741383289,-3.400608035635347,-3.447134354245981,-6.616642547407366
15,-3.556493446420097,-1.4811795077101806,-3.99640533231332,-3.7015242451295722,-9.019124922907764
16,-3.3883855959694973,0.9085932465493727,-3.78658142552404,-3.569807750164907,-3.4215546121435807
17,-3.4374782606862007,12.158929787299115,-3.4310455204726473,-3.2964223931945584,5.963541159493133
18,-3.7796824897597334,21.245734154683618,-3.573599748344316,-3.232598160383339,19.107671724935045
19,-3.843538012934028,20.21160537758817,-3.666859126356457,-3.287479553430856,17.07560083519681
20,-3.236929122525887,13.137346761481098,-3.3976121823419922,-3.3263435221254403,11.960191425474477
21,-2.6838723697471916,13.088132142972825,-2.7693565306433334,-2.853110550797707,8.82934833677109
22,-2.6657689768787,8.13760998910388,-2.7752016172738987,-2.6524443776458986,5.75899889199826
23,-2.4692908845791415,1.4095343718773563,-3.060824654381946,-3.169792563499657,-3.1079048630537045
24,-1.8560069600756819,-5.048277612068318,-2.2374163231676447,-2.36541813893737,-8.706803007950754
25,-2.0147308087408553,-12.167842454471383,-2.3835550978210907,-2.2282221955376444,-16.002589997483398
26,-2.0775390652134686,-5.219232531916589,-2.4619937956043967,-2.630989963057228,-9.281952838411627
27,-1.7268996715155973,0.7188256871158956,-2.4868899717209128,-2.8007629549434685,-0.574989699032102
28,-2.2446556136266205,1.9133246833711155,-2.7989266167452924,-2.9763075531732506,-2.661455797302011
29,-1.988952476799347,-3.7346309910375908,-2.2872909869388365,-2.5883268634664964,-4.5996358134296145
30,-1.6707928947222102,-3.528125168210437,-1.813305889272392,-1.898187663232512,-7.615059281622393
31,-1.8238939433593093,-0.9990033978303927,-1.7886024155729365,-1.5645240192125165,-7.319184950688566
32,-1.6790305472723968,5.625608104092379,-1.7454399591074568,-1.8219664619751672,-2.857408120800983
33,-1.6825832239825256,11.06789274104014,-2.2118291129091157,-2.2693416758915337,1.5248918649935206
34,-1.9797187777456657,14.60521155297073,-2.4412534043614227,-2.3285783936410125,8.071092993358434
35,-1.9149245560280752,23.918561878092078,-1.939995527559856,-2.158049035814573,16.458194610693397
36,-1.9188493372635778,25.874485118716393,-1.9492364887784768,-1.8394655203232873,21.555983295875365
37,-1.7552104442854124,14.734500360037146,-2.19208746746208,-2.29558148413232,11.622727613827635
38,-1.3455547521337023,9.407912129652033,-1.660710145581867,-1.7494948026626984,9.55340982233588
39,-1.2024292930852485,-5.140970432463291,-1.3173179111579878,-1.0136377110883066,-8.7429937412563
40,-0.9989860489699929,-9.681164827815024,-1.1250665790491081,-1.0107142594200345,-16.979056922304466
41,-0.9522092394247914,-17.106729517036086,-0.8999430916288755,-0.786270931867942,-25.10229075762959
42,-1.258560827574645,-18.620734179248927,-1.108415928424661,-0.9864221831148408,-25.375418270606957
43,-1.9740456027676112,-10.202076746304698,-1.8769558581240302,-1.5883307509199134,-15.742761604215161
44,-1.9837033685822836,-4.962042010299314,-1.8906515205486296,-1.6670078871331069,-11.346386327909443
45,-1.6915677482974951,-6.867772978377417,-1.6118748915253152,-1.293043131635736,-8.142625846900131
46,-1.4283228783027648,-9.89519268371231,-1.443253750620637,-1.5409994658061001,-5.108632034789196
47,-1.5140601108582614,-16.94988589799115,-1.6832706870504155,-1.5575732740197537,-19.105638482412388
48,-1.6022917253330067,-26.996890145551248,-1.5345826265513818,-1.4636415586643752,-24.122405654944117
49,-1.8008794092853249,-34.04056738283711,-1.8759459313116396,-1.819869250217085,-30.149001372570297
50,-2.1011347894728964,-41.99089920636433,-2.178519817197172,-2.2566663082724285,-44.10296570710827
51,-2.1709922920477984,-41.93868351164642,-2.220303249580769,-2.2919382296140016,-48.06742701962776
52,-2.302802682225628,-35.021813949876446,-2.3141722740808035,-2.279993993634834,-40.17727625350747
53,-1.8959657527037241,-28.144439267249766,-1.9995108570399842,-2.0496816298476594,-36.32244673137487
54,-1.9376539824708527,-31.181883667666426,-2.082842875041672,-1.9062606762852403,-44.38000848335949
55,-1.5091799635856087,-44.17307526375512,-1.5958199822621157,-1.5028909731631677,-53.38803234218352
56,-1.1920283390290285,-34.10926293722201,-1.3607057397202653,-1.3127506666204574,-44.31695957611484
57,-1.2028898316842103,-31.985717492071615,-1.4033396637034063,-1.3298725904427928,-40.199413501465614
58,-1.0700844138460615,-30.709072688104527,-1.0317757714894134,-1.0013838650652063,-39.9040690559232
59,-0.8413232466045457,-27.452234613178405,-0.7245903739289337,-0.5778890948498172,-35.59110906478733
60,0.5846014067557364,-24.780963329881445,0.5304786730474613,0.594349889077157,-27.826816758382762
61,0.809142017871594,-20.01178479476792,0.7537163163096081,0.6540850984708433,-24.95452607611
62,0.5061937425108614,-21.46893399085357,0.3889077549231481,0.5052712070297094,-23.31681945625985
63,0.2761260229070128,-24.23455755621316,0.24699807039292399,0.19995444166758203,-29.03600672927743
64,0.5237070260541303,-29.017961932567317,0.48157902128547203,0.6193790420562699,-31.778001209486632
65,-0.0866202348558458,-31.86115737083324,0.06707294483123905,0.10872753149236702,-38.591071425685385
66,-0.9570856956996661,-37.644773294203674,-0.8288509452887043,-0.8049727191148186,-38.368763238359605
67,-1.6473576865162798,-36.29004819988984,-1.6661867005024373,-1.5016972936092126,-53.97360094156201
68,-0.3114416076915205,-35.826459027628175,-0.29408341876952493,-0.29324808094255284,-35.48573061915715
69,-0.21478830394452864,-49.15081988562298,-0.2007818166058648,-0.135441904178228,-53.50118965043998
70,-0.4764984437844948,-69.58865519926124,-0.4649389284507768,-0.5658420645062008,-68.32123976485218
71,-0.4831660859905118,-62.886827145695776,-0.4685412726506204,-0.385097868048883,-65.36215447673786
72,-0.7553062081812347,-80.32519924764833,-0.5711416344902176,-0.48656604553760197,-88.68544801722786
73,-0.4290341364623469,-80.74407643722131,-0.3393506707852083,-0.1525473886641744,-73.91873025985302
74,-0.13377852593862372,-57.140714359286676,0.12964294467410697,0.13241902458807608,-70.26893553906754
75,-0.5920288393738624,-42.27741954705402,-0.5608564389790793,-0.47563795196417824,-48.25883893071651
76,-0.36833103294218184,-48.59787470341081,-0.28019209796903777,-0.2474621032622406,-56.85513334857342
77,-0.3928343420515238,-63.95259089307589,-0.30891667136102297,-0.278057681625817,-71.0089140912009
78,-0.3537717983419053,-121.06269528448453,-0.35714439565616596,-0.3705121124764922,-147.11769766946597
79,0.3862967275517448,-35.391340486861395,0.3892006752115492,0.3847706158472697,-30.567907291438956
80,0.9878957065341507,-50.08555445250994,0.9734241910940147,0.9799704869405252,-51.2218782356924
81,0.4334025046506599,-71.93872452694166,0.6459722357302908,0.5904018574840161,-59.54831005363188
82,0.3042809287102751,2.0333528520705215,0.19481456247032147,0.2878484996922609,-1.7748842722467941
83,0.8679886602590712,-40.307091545918965,0.8961925770076713,0.8874209309889645,-29.57822155089565
84,0.2907291283770344,-5.8984863637194,0.5269902197837499,0.6255320584934814,16.03693866224978
85,0.29982568552816236,-23.02933101239948,0.34171208356094745,0.5056116490073856,-53.96120027232128
86,0.7549133601340222,-77.8766009488563,0.7039447665652929,0.5946265439174181,-93.79078901728937
87,0.7518912674916778,-50.0472319402202,0.7790032201735186,0.9075207882481326,-52.0344466216539
88,1.057881763106575,149.98408122436584,1.2238062796095754,1.1211126662529476,141.52231732427828
89,1.8088312840191318,150.18522929474688,2.0034156915587498,1.8094910629623868,154.9510753151191
90,1.6469995574748837,158.4104517194095,1.829947170788601,1.864337257360113,151.86220973893376
91,1.6767724561755268,205.95362007514285,1.6581393330429286,1.57102636869416,202.4160349228954
92,2.0163987985258425,213.9037150361526,1.9866914472802177,1.8386959883795957,220.18392947651364
93,1.5475969270704701,178.56119086329596,1.4679392064914234,1.429648258392454,183.66160541176941
94,1.3995000420604287,228.2110635813056,1.4138521297204043,1.2090629480814545,199.78098633797606
95,1.432541320942082,196.35043680915447,1.343551826853165,1.2548319397985646,180.80517977825482
96,1.4296176186668814,-108.89352450292307,1.4972312856790433,1.4450507450478458,179.2394407924346
97,1.2958222213861652,-73.68005806354267,1.2903323155927524,1.1748944532554013,-94.1045012380352
98,1.1604502324994586,-83.78565064171306,1.2815640688357663,1.2535320767822715,-90.08939572600457
99,0.5555109769622235,-86.31813999916244,0.711984190718905,0.7998578211444384,-110.38107164367045
100,1.3273608977886628,-87.0026859917312,1.358769264098805,1.3317772519571014,-91.51856579150785
101,1.3164729773186563,-77.5385966569504,1.3303938403571673,1.2760943344592661,-78.19866922294881
102,0.4864610030588514,-96.41957646305684,0.5511180867116164,0.5875975328348476,-89.16560515546524
103,0.459033481245416,-128.52761253085737,0.573274114728193,0.6295627919633988,-137.56186842267584
104,-0.17636367534988973,-134.070742915732,-0.02330649038204402,0.12130441625489585,-152.7121720232936
105,-0.3119188013232102,-185.2354789052809,-0.08945392731029456,0.02477106021047626,-177.59179703161664
106,-0.12741623578037953,-163.85957677498618,-0.036871707492166284,0.08525717781952957,-161.90873405201353
107,-0.6413909276302072,-121.31378840427936,-0.5625969424217308,-0.5923368321522464,-127.20157904441487
108,-0.8723168418952298,-83.92795690674086,-0.8640388135844146,-0.8340899512043491,-111.83130657955064
109,-0.7600097345214009,-151.1686363837228,-0.7337075298499518,-0.6558571566456206,-162.9043149291694
110,-0.41141907344667483,-173.71291006244985,-0.26676772487449085,-0.1206383546316736,-175.36596358342962
