,ev_at108,ed_at106,ev_at88,ev_at67,ed_at65
0,-2.7254175267250726,-25.801362854318995,-2.7868080007146308,-2.5123279741816127,-31.564538849150807
1,-2.961175994383418,-30.68160087703916,-2.890333820597794,-2.354536824993162,-33.55101194646943
2,-2.93947445175115,-25.440860294968104,-2.8255777333041108,-2.447312245659387,-30.424868217737924
3,-3.0245591780099828,-25.238615012027537,-3.025979364764396,-2.743280534629319,-29.303609230108805
4,-3.1328876656580973,-24.721204877571154,-3.071347079988103,-2.6660666909711646,-28.862177921971437
5,-3.52021467967959,-20.249536270987193,-3.4876874039579744,-3.1920455863121764,-26.42826632115512
6,-3.510919775595585,-14.923484339139435,-3.677319187725023,-3.4913370472608296,-20.080546164915745
7,-4.376526674135242,-1.4971919791023538,-4.625764383615392,-4.233737957800642,-13.5620728192917
8,-3.6240073251214913,-4.193416499526251,-4.3477342652743625,-4.370985179859483,-11.108906837983085
9,-3.2178026505925983,-8.158470803265601,-3.3555960128041376,-3.304545127700149,-16.903242644875718
10,-3.2283098147446427,-9.068264896128227,-3.3050931750985355,-3.296922998613759,-15.549681298611802
11,-3.5055127625107225,-7.0081339216265235,-3.8931341342658317,-3.982622619873678,-12.16414591612343
12,-3.705855211662859,-14.234198650500247,-3.8320059670968343,-3.708075713425094,-18.083726146343224
13,-3.9304291711436283,-8.50788240249264,-4.117041633571662,-4.294232148687445,-10.009367251238416
14,-3.7116461174952926,-2.96020628874993,-4.2170615422172855,-4.4342225594503475,-5.13734048987331
15,-4.202346341367483,-1.5963503408254667,-4.801899349927188,-4.672672743875513,-7.533325163601262
16,-4.0234242402880716,0.7884177792612377,-4.577182650033443,-4.522507378002997,-1.9086387042933666
17,-4.069320507158805,12.065014433577772,-4.214419219302171,-4.239697732247068,7.542137862840917
18,-4.4178731097533355,21.212140320096296,-4.360420603413582,-4.178177424275504,20.778766276607996
19,-4.495916969551498,20.320745551778003,-4.465278052992312,-4.244657642668558,18.926952873214617
20,-3.9026458219234383,13.449584803209376,-4.207533598350956,-4.296424622016264,14.033279689881368
21,-3.36727590024065,13.57881131257713,-3.5935086022176104,-3.832805912734335,11.265248577947034
22,-3.35959956803651,8.987117291292037,-3.609374030835414,-3.6460350078669324,8.554336490072643
23,-3.178647896641384,2.57538437102113,-3.908359376320182,-4.175764333170525,0.12421372150041066
24,-2.576981702283443,-3.663944924945298,-3.095767860346142,-3.3848039948337068,-5.106647971049739
25,-2.738130144566402,-10.53324041863209,-3.251079213390731,-3.2722037008210485,-12.0155014611436
26,-2.8029034238770225,-3.3734725218576784,-3.334391770526947,-3.688653988446113,-4.912265291753755
27,-2.4485736156738875,2.7005818024098573,-3.3580209867467468,-3.861805811334009,4.141978160927806
28,-2.9572545585513206,3.9820436717499206,-3.660066470700469,-4.026803964670237,2.4113551955514083
29,-2.6815908613998314,-1.8496453367447714,-3.1248406137302935,-3.6114211876743316,0.7136821370123698
30,-2.343627463889606,-1.9658963681657156,-2.626041553303384,-2.8894372771991823,-2.2240865077379226
31,-2.4709000212617265,0.035250860694048924,-2.5535080283603464,-2.4751712834793427,-2.1820000366438705
32,-2.292796539347394,5.974838762311521,-2.455265751066773,-2.6448224117925454,1.5714770271041516
33,-2.265672294541486,10.755486121353613,-2.877805507798035,-3.0293607882708056,5.168273959887728
34,-2.5257341284269414,13.480294623804866,-3.059111663863606,-3.0255346980081175,10.697677657850164
35,-2.4255021411628794,22.06115860977937,-2.5147374607032216,-2.802053203627748,18.10733318367417
36,-2.4013597854359974,23.487082618936313,-2.4898768783881216,-2.4409368758420245,22.40696973942039
37,-2.203771215028994,11.892339622159284,-2.6928752113001306,-2.8493234551626947,11.710752233212247
38,-1.7531154891192888,6.258621845368765,-2.1177785183503564,-2.261941053191693,9.023030134837597
39,-1.5720758348344632,-8.495243652045701,-1.7381972921372948,-1.5015571864072355,-9.572919909868176
40,-1.3101299578593988,-13.368213758669555,-1.4953438925541547,-1.4780355869152175,-17.887406710695046
41,-1.2268465864796778,-20.87954835162614,-1.2335262087755012,-1.226356732467612,-26.215550881815574
42,-1.5095186430969085,-22.329262026272886,-1.4151428125227992,-1.4004140724391805,-26.635846663794894
43,-2.203799225928564,-13.792707221544276,-2.157673705522628,-1.9733788908517433,-17.11477691730545
44,-2.195978803831481,-8.401699808929607,-2.148327881602192,-2.023697384041085,-12.775214707830969
45,-1.8922278853596834,-10.166892838082617,-1.8539529109311523,-1.6297902588353113,-9.58974836559105
46,-1.6199179652370188,-13.018341332531008,-1.671251304482194,-1.858361785024647,-6.477783761974422
47,-1.7000514963853628,-19.873602339440424,-1.900978130001818,-1.8592795812775482,-20.374083962612275
48,-1.7868776695352522,-29.751011889216414,-1.7472487377653776,-1.7561393929165359,-25.281100393796322
49,-1.9887134131137385,-36.58450712955528,-2.088001744517856,-2.10804040500242,-31.161088794915315
50,-2.2957414904585973,-44.33414691361577,-2.3941079913104932,-2.5456416467028604,-45.015093027601864
51,-2.373459979159466,-44.138304322591324,-2.44194660865152,-2.5855051655501056,-48.997122488790694
52,-2.5127273704541624,-37.0775292166706,-2.541582248909118,-2.5769755037601056,-41.024857344694
53,-2.112896252254528,-30.029968730117105,-2.2321936013091865,-2.3492117523061853,-37.0222184247113
54,-2.160456617135178,-32.96963219732942,-2.32014876230642,-2.208167680482877,-44.97285973152316
55,-1.7448085488389853,-45.89894254909268,-1.8457220164880512,-1.8158726215212848,-53.90275160688529
56,-1.4471861906979182,-35.87122770073486,-1.628882333035198,-1.640199787875464,-44.85984029226569
57,-1.4780967850583355,-33.812514052197685,-1.6908245490778748,-1.6729696531998735,-40.78719994882189
58,-1.3646139329633882,-32.64022791430597,-1.3386270965019067,-1.3621584001039633,-40.60895563648839
59,-1.1510534770463083,-29.42698677452296,-1.0467965942397766,-0.9524022974987818,-36.39347609517853
60,0.2664493376991537,-26.77732643747609,0.2001606234690474,0.21365917956360292,-28.735822196930997
61,0.4860775610531425,-21.928941218380885,0.4189629859973687,0.2712381588640067,-25.87110718623356
62,0.18090152524031655,-23.11900186149316,0.05284440040800176,0.12482635326499114,-24.066202399053623
63,-0.04663930121437776,-25.51172495601952,-0.08617121100542535,-0.1750623854265232,-29.47614269512482
64,0.20554813035491826,-29.775395077065696,0.15439071648580516,0.25420568050542336,-31.749249425585162
65,-0.4022443803513096,-32.01710637602943,-0.2547530416199688,-0.24540906381122163,-38.01640782355091
66,-1.2725939710303673,-37.36122245563854,-1.146451792082448,-1.1477955119312897,-37.39962604229896
67,-1.9591944483470716,-35.613446360491025,-1.973258042761805,-1.8236770014748198,-52.5978951544833
68,-0.6172667449095486,-35.01799580480525,-0.5899297476347187,-0.5971603470397362,-34.170881976826564
69,-0.5171753578968592,-48.3778682077581,-0.48539490355179193,-0.41600870574679627,-52.672483062416944
70,-0.7802265789857512,-68.7057847490994,-0.7177371126073404,-0.7580670751529022,-69.00565644154156
71,-0.7886308477402602,-61.9322796653033,-0.6545473871592784,-0.39429432681676113,-67.51881498436344
72,-1.0453935490400983,-79.24264812326314,-0.6597067941718322,-0.26630143865618017,-91.7589136924617
73,-0.6420786681482502,-79.4357711341774,-0.26850003703643655,0.3306772383709393,-78.22824305553289
