,ev_at108,ed_at106,ev_at88,ev_at67,ed_at65
0,-2.2603669122206043,-22.732433102096508,-2.1882091916205546,-1.6883188580817476,-29.946347906028024
1,-2.5025325218124816,-27.614193825147623,-2.2954039856406645,-1.5350582523645073,-31.956760956101277
2,-2.493034703693797,-22.40459537712772,-2.2412554184805824,-1.6409819307286524,-28.83346395927208
3,-2.5875571678807203,-22.289404344309872,-2.450884875433612,-1.9503695586454466,-27.772630252151117
4,-2.7039576942636105,-21.91762918712132,-2.5051735687082775,-1.8890516608770183,-27.411253810717596
5,-3.088351123144747,-17.68003209731441,-2.920923538873429,-2.4253262779386104,-25.15133878841786
6,-3.0711613619738354,-12.582740997558659,-3.1052325735770445,-2.7295039205967697,-18.961514248190127
7,-3.9218033988916994,0.5746252803556047,-4.041712582262013,-3.473003638088558,-12.636950092764351
8,-3.150494828399558,-2.3487295344556856,-3.7470788910765194,-3.6066715824358666,-10.351670519600475
9,-2.731436008967405,-6.501667227059016,-2.742735429192125,-2.5372915203960256,-16.30362018821461
10,-2.72715474469609,-7.595850251096778,-2.6768752918449183,-2.5220956130552556,-15.1344577930453
11,-2.986785990723879,-5.699269391080179,-3.2463579688026054,-3.1945327517142674,-11.908972844362438
12,-3.1710619740804424,-13.026750324067166,-3.168542607504344,-2.9065635190073458,-17.94362134531528
13,-3.3813738655369976,-7.35394015480199,-3.4387175463033763,-3.4796102550833927,-9.949290702553867
14,-3.155043172469324,-1.821174196375722,-3.530843391746421,-3.6123955565995525,-5.133751842678265
15,-3.642363932159701,-0.44961436106009955,-4.11244252092061,-3.848131190115508,-7.533077083233366
16,-3.4543579495417625,1.9288153472706142,-3.879907440775254,-3.6923183273532985,-1.9045833514618948
17,-3.481416352715652,13.137766139136318,-3.5013435378602784,-3.3997246216938963,7.588434304445599
18,-3.8106039762680837,22.203890190004188,-3.629494932989328,-3.322985515777707,20.816255666087415
19,-3.8689347848514237,21.233437284824134,-3.713982326467811,-3.3651642183524615,18.904749868395754
20,-3.2602150695824754,14.298254168020321,-3.4383514928205785,-3.3911283809530826,13.910842869743874
21,-2.7079192394772478,14.407618818959008,-2.807639777172914,-2.9097274600899388,10.888665293303575
22,-2.6900262245709015,9.606565060717543,-2.811260475244075,-2.7028785538782953,7.910063128996001
23,-2.498462833212751,3.0457836886047005,-3.1015583267701343,-3.2239761648651175,-0.8394644370588935
24,-1.8887881851461463,-3.2692440796858193,-2.2827066919634063,-2.4253888552084737,-6.322883574421041
25,-2.047945786982266,-10.228561477508975,-2.4322097835566914,-2.295078883980149,-13.477371506152394
26,-2.1107192819706326,-3.0817890763259186,-2.514613953440454,-2.7075104411655833,-6.555564478851011
27,-1.7636732844320182,3.0351873210318274,-2.546566577573539,-2.8892140669871327,2.360307851862416
28,-2.287016291814405,4.434954648308974,-2.8679032878612403,-3.079461315439498,0.5189066731968239
29,-2.032637776787414,-1.112834857182719,-2.3608164554170554,-2.700620690649688,-1.2592858797660824
30,-1.7167485476952318,-0.8251995223936888,-1.8916110104303452,-2.0184958598085596,-4.137582247188874
31,-1.874954056011903,1.763017091057975,-1.8744698822542873,-1.6955232464534715,-3.699890521635325
32,-1.7333190371815816,8.405241339994689,-1.8365681084107601,-1.9599557919978103,0.8588212621179991
33,-1.7371040930537043,13.80035429776055,-2.304735550741973,-2.4106040380918863,5.252250463417539
34,-2.0348909303845715,17.20834012163658,-2.536097972485123,-2.4725831682666417,11.742670987371554
35,-1.9740237129970524,26.368362583310017,-2.039756718420626,-2.3071294805346914,20.02366961503961
36,-1.9808926617962683,28.171503252161585,-2.0526738811497363,-1.9923751836797532,24.958420281479135
37,-1.8174491378938717,16.87853098699847,-2.2958653482856115,-2.4473487014963724,14.825940934795597
38,-1.4081341465766806,11.425479200382682,-1.765052873586884,-1.9009997204458031,12.57870062636681
39,-1.2665574860816746,-3.19099723527043,-1.4232440628404563,-1.166133582298004,-5.83428826675609
40,-1.0612944301528353,-7.827678463624608,-1.2293853294828225,-1.1612705641258319,-14.206297137169997
41,-1.0149769489019413,-15.372074921964582,-1.0052127421953827,-0.9378012525941841,-22.484833773629617
42,-1.3200471042446016,-16.996089364845005,-1.2128263825592955,-1.1374083870082643,-22.8960024044637
43,-2.03194348748766,-8.743775762730394,-1.9787715980184197,-1.73762325767215,-13.457266010346615
44,-2.037367415124756,-3.7256589420734088,-1.9890096220239726,-1.81440760055635,-9.29010233498181
45,-1.7421897614211659,-5.819147801734914,-1.7084249026460316,-1.4407576474734336,-6.288258386844177
46,-1.4802467954110896,-9.031909913299188,-1.5418013543926072,-1.6929018046498965,-3.413144676885679
47,-1.568869315321638,-16.161889851958932,-1.7853468305700635,-1.7150644817278677,-17.44754150671517
48,-1.6574056934407762,-26.268787299330626,-1.6380752444045994,-1.6261414998988117,-22.46442952432983
49,-1.855197523209167,-33.33493785760376,-1.980152204269523,-1.9880761295482534,-28.40512438554211
50,-2.152667039163368,-41.3307867283624,-2.2805225509396365,-2.425856123248814,-42.328143980888086
51,-2.220497233391267,-41.321197008535194,-2.3203068572855328,-2.460603310169323,-46.303819839033025
52,-2.3491091459199778,-34.48575226115972,-2.410619713090939,-2.4452408470424825,-38.478857086289594
53,-1.9403838387269778,-27.65993966197459,-2.093265531489337,-2.2111422367048186,-34.702997505241285
54,-1.9792257610583124,-30.76244801491336,-2.172978377950393,-2.063158882881781,-42.83567587593785
